2017-01-19T04:39:41.012	EXPIRED	56.91969408920,60.03087172680	ffbc4048-cc5a-4578-b0d9-0705a588b55d	165684b434e6390fb8da262978601397
2017-02-24T16:08:10.280	EXPIRED	55.915326,37.869891	90437e00-d15c-4679-b7be-6d3660efdbce	0ba1f0e613c9b1db5fcbddd342e44a15
2016-12-09T14:16:43.240	ACCEPTED	55.683752,37.491063	831c4cef-7eb1-4a3e-9a27-037d8c12ce28	96ca7f840b13ad9720f2c1d1be2d6ca8
2017-01-08T10:06:30.454	ACCEPTED	59.958408,30.331696	e1b1f2c1-bcd7-4394-90cb-df54bfe082aa	8c2a1651f80ccf941043d4025a089d15
